iter	Logloss
0	0.5328799554
1	0.3877874006
2	0.3022720889
3	0.2666227569
4	0.2197690209
5	0.1937253171
6	0.1607695769
7	0.1422913073
8	0.1259480282
9	0.1126896662
10	0.1021271483
11	0.09267418111
12	0.08620119457
13	0.08319957811
14	0.07966099462
15	0.07518232581
16	0.07001448401
17	0.06797284933
18	0.06520640562
19	0.06345930893
20	0.06142974805
21	0.05827173961
22	0.05592652081
23	0.0544708101
24	0.05219660871
25	0.05050563829
26	0.04893591143
27	0.04792384111
28	0.04587037493
29	0.04462814559
30	0.04383265852
31	0.04200806224
32	0.04152511474
33	0.0405723359
34	0.0392099242
35	0.03812532654
36	0.03657537591
37	0.0357394309
38	0.03535174647
39	0.03472578145
40	0.03365042226
41	0.03322016758
42	0.03270350724
43	0.03220211528
44	0.03150891175
45	0.03109359638
46	0.03022864411
47	0.02997931999
48	0.02906010455
49	0.02866116918
50	0.0282968225
51	0.02761015413
52	0.02707112851
53	0.02622345095
54	0.02561503048
55	0.02531310853
56	0.02502490998
57	0.02492594685
58	0.02417191273
59	0.02342539555
60	0.02280765356
61	0.02223180751
62	0.02189295806
63	0.02153805121
64	0.02138266506
65	0.02100098721
66	0.02068392611
67	0.02012770299
68	0.0194929918
69	0.01881540815
70	0.01865611059
71	0.01821549419
72	0.01797032439
73	0.01760035208
74	0.01745874581
75	0.01684912916
76	0.01655998082
77	0.01634993772
78	0.01613514385
79	0.01608579735
80	0.01537010443
81	0.01497682743
82	0.01481548403
83	0.01434071515
84	0.01386974351
85	0.01382675441
86	0.01336904883
87	0.01321528197
88	0.01306131869
89	0.01292996944
90	0.01276556731
91	0.01216059274
92	0.01201330528
93	0.01169774142
94	0.01138001742
95	0.01129590552
96	0.01094336125
97	0.01083346423
98	0.01053560756
99	0.0104162394
100	0.01039573274
101	0.01029146944
102	0.01020635997
103	0.01008782859
104	0.009810550163
105	0.009749872263
106	0.009681625768
107	0.009503892977
108	0.009432775383
109	0.009414279154
110	0.009285910601
111	0.009271392543
112	0.009090992083
113	0.00888954454
114	0.008840439272
115	0.008628847516
116	0.008545078832
117	0.008497818888
118	0.008351882823
119	0.008225630786
120	0.008069627531
121	0.008026686162
122	0.007870951945
123	0.007720378143
124	0.007596301967
125	0.007555038316
126	0.007464424839
127	0.007344687527
128	0.00733586276
129	0.007206563293
130	0.007177422316
131	0.007141607159
132	0.007096185642
133	0.006959023397
134	0.006804372443
135	0.006798635422
136	0.006769127302
137	0.006660730283
138	0.006593338074
139	0.006474242969
140	0.006446151739
141	0.006350214949
142	0.006325052295
143	0.0063250769
144	0.006219424439
145	0.006219410382
146	0.005992525269
147	0.005986774105
148	0.005965162856
149	0.005964624435
150	0.005955468567
151	0.005955500239
152	0.005955471637
153	0.005955414461
154	0.005936262992
155	0.005889840511
156	0.005889797403
157	0.005816634558
158	0.005773966595
159	0.005773972754
160	0.005736893322
161	0.005727824055
162	0.005616322051
163	0.005512759556
164	0.005512661432
165	0.005512608235
166	0.00551262759
167	0.005512629321
168	0.005512574335
169	0.00551266674
170	0.005512612624
171	0.005512623191
172	0.005512614384
173	0.005512592399
174	0.005512578313
175	0.005512534334
176	0.005512543122
177	0.005512507491
178	0.005512515419
179	0.005512461753
180	0.005512472721
181	0.00551243667
182	0.00551243667
183	0.00551243667
184	0.00551243667
185	0.00551243667
186	0.00551243667
187	0.00551243667
188	0.00551243667
189	0.00551243667
190	0.00551243667
191	0.00551243667
192	0.00551243667
193	0.00551243667
194	0.00551243667
195	0.00551243667
196	0.00551243667
197	0.00551243667
198	0.00551243667
199	0.00551243667
200	0.00551243667
201	0.00551243667
202	0.00551243667
203	0.00551243667
204	0.00551243667
205	0.00551243667
206	0.00551243667
207	0.00551243667
208	0.00551243667
209	0.00551243667
210	0.00551243667
211	0.00551243667
212	0.00551243667
213	0.00551243667
214	0.00551243667
215	0.00551243667
216	0.00551243667
217	0.00551243667
218	0.00551243667
219	0.00551243667
220	0.00551243667
221	0.00551243667
222	0.00551243667
223	0.00551243667
224	0.00551243667
225	0.00551243667
226	0.00551243667
227	0.00551243667
228	0.00551243667
229	0.00551243667
230	0.00551243667
231	0.00551243667
232	0.00551243667
233	0.00551243667
234	0.00551243667
235	0.00551243667
236	0.00551243667
237	0.00551243667
238	0.00551243667
239	0.00551243667
240	0.00551243667
241	0.00551243667
242	0.00551243667
243	0.00551243667
244	0.00551243667
245	0.00551243667
246	0.00551243667
247	0.00551243667
248	0.00551243667
249	0.00551243667
250	0.00551243667
251	0.00551243667
252	0.00551243667
253	0.00551243667
254	0.00551243667
255	0.00551243667
256	0.00551243667
257	0.00551243667
258	0.00551243667
259	0.00551243667
260	0.00551243667
261	0.00551243667
262	0.00551243667
263	0.00551243667
264	0.00551243667
265	0.00551243667
266	0.00551243667
267	0.00551243667
268	0.00551243667
269	0.00551243667
270	0.00551243667
271	0.00551243667
272	0.00551243667
273	0.00551243667
274	0.00551243667
275	0.00551243667
276	0.00551243667
277	0.00551243667
278	0.00551243667
279	0.00551243667
280	0.00551243667
281	0.00551243667
282	0.00551243667
283	0.00551243667
284	0.00551243667
285	0.00551243667
286	0.00551243667
287	0.00551243667
288	0.00551243667
289	0.00551243667
290	0.00551243667
291	0.00551243667
292	0.00551243667
293	0.00551243667
294	0.00551243667
295	0.00551243667
296	0.00551243667
297	0.00551243667
298	0.00551243667
299	0.00551243667
