자재구분,END_DATE_TIME,Y,CHAMBER,TAE.STDDEV0,TAE.MEAN0,TAE.RANGE0,PC.STDDEV0,PC.MEAN0,PC.RANGE0,CROT.STDDEV0,CROT.MEAN0,CROT.RANGE0,TAE.STDDEV1,TAE.MEAN1,TAE.RANGE1,CROT.STDDEV1,CROT.MEAN1,CROT.RANGE1,PC.STDDEV1,PC.MEAN1,PC.RANGE1,TAE.STDDEV13,TAE.MEAN13,TAE.RANGE13,PC.STDDEV13,PC.MEAN13,PC.RANGE13,CROT.STDDEV13,CROT.MEAN13,CROT.RANGE13,TAE.STDDEV5,TAE.MEAN5,TAE.RANGE5,CROT.STDDEV5,CROT.MEAN5,CROT.RANGE5,PC.STDDEV5,PC.MEAN5,PC.RANGE5,TAE.STDDEV3,TAE.MEAN3,TAE.RANGE3,PC.STDDEV3,PC.MEAN3,PC.RANGE3,CROT.STDDEV3,CROT.MEAN3,CROT.RANGE3,CROT.STDDEV11,CROT.MEAN11,CROT.RANGE11,TAE.STDDEV11,TAE.MEAN11,TAE.RANGE11,PC.STDDEV11,PC.MEAN11,PC.RANGE11,PC.STDDEV10,PC.MEAN10,PC.RANGE10,CROT.STDDEV10,CROT.MEAN10,CROT.RANGE10,TAE.STDDEV10,TAE.MEAN10,TAE.RANGE10,CROT.STDDEV2,CROT.MEAN2,CROT.RANGE2,TAE.STDDEV2,TAE.MEAN2,TAE.RANGE2,PC.STDDEV2,PC.MEAN2,PC.RANGE2,CROT.STDDEV7,CROT.MEAN7,CROT.RANGE7,TAE.STDDEV7,TAE.MEAN7,TAE.RANGE7,PC.STDDEV7,PC.MEAN7,PC.RANGE7,PC.STDDEV8,PC.MEAN8,PC.RANGE8,TAE.STDDEV8,TAE.MEAN8,TAE.RANGE8,CROT.STDDEV8,CROT.MEAN8,CROT.RANGE8,CROT.STDDEV14,CROT.MEAN14,CROT.RANGE14,TAE.STDDEV14,TAE.MEAN14,TAE.RANGE14,PC.STDDEV14,PC.MEAN14,PC.RANGE14,TAE.STDDEV6,TAE.MEAN6,TAE.RANGE6,PC.STDDEV6,PC.MEAN6,PC.RANGE6,CROT.STDDEV6,CROT.MEAN6,CROT.RANGE6,TAE.STDDEV4,TAE.MEAN4,TAE.RANGE4,CROT.STDDEV4,CROT.MEAN4,CROT.RANGE4,PC.STDDEV4,PC.MEAN4,PC.RANGE4,CROT.STDDEV12,CROT.MEAN12,CROT.RANGE12,TAE.STDDEV12,TAE.MEAN12,TAE.RANGE12,PC.STDDEV12,PC.MEAN12,PC.RANGE12,TAE.STDDEV9,TAE.MEAN9,TAE.RANGE9,CROT.STDDEV9,CROT.MEAN9,CROT.RANGE9,PC.STDDEV9,PC.MEAN9,PC.RANGE9,PC.RANGE11
51,2017-11-10 0:27,23,2,0.031004833,38.10231857,0.063541,0.154190591,0.370060048,0.439882703,0,54,0,0.111454055,38.02551385,0.317695,0,53,0,0.563174191,44.84547692,2.248286,0.304596839,36.34059138,0.95308,0.992836196,45.20872838,5.865101,0,54,0,0.030998495,35.54202057,0.12708,0,54,0,1.39637016,45.18235754,15.004886,0.03810753,34.53981391,0.127079,0.546033476,56.54511343,2.541543,0,53,0,0,54,0,0.14937198,35.5349964,0.571847,2.300115198,45.67350928,11.534704,1.814418195,45.63172019,7.331378,0,54,0,0.060138275,38.06430887,0.254153,0,53,0,0.101362314,34.5154111,0.635387,1.961727642,56.79645963,18.52395,0,54,0,0.031964979,35.55402458,0.190617,0.78335458,45.12074536,7.869011,1.938823767,45.55605715,7.135876,0.066513061,38.07225087,0.31769,0,54,0,0,54,0,0,36.4957,0,0,3.714565,0,0.048595082,38.04727119,0.254153,0.356425058,45.108923,1.906158,0,54,0,0.144561624,37.91141934,0.444771,0.354168802,53.14285714,1,1.33782605,45.26209666,8.211144,0,54,0,0.157869075,31.38465404,0.571846,0.58481079,56.72531812,3.812317,0.03890997,35.56077422,0.190617,0,54,0,0.923854658,45.23584697,6.451614,6.451614
52,2017-11-10 0:19,33,3,0.095055088,38.12001271,0.254153,0.155659104,0.384024582,0.439882703,0,16,0,0.114659435,38.01388277,0.317696,0,16,0,1.269133134,44.45823062,4.252203,0.332199505,35.30038421,1.080154,2.847890918,45.63671958,16.373414,0,16,0,0.033320691,34.53470595,0.190615,0,16,0,0.273557036,45.05637556,3.128053,0.039343484,33.54365565,0.12708,0.256500003,56.58761526,1.075268,0,16,0,0,16,0,0.145002082,34.42603278,0.44477,0.355659178,45.08888174,2.248291,0.247458421,45.11784539,1.075268,0,16,0,0.146600694,37.85829394,0.38123,0,16,0,0.115546261,33.48542657,0.698923,0.174191395,56.50429096,1.4174,0,16,0,0.032295383,34.53163301,0.190615,1.41622064,45.20851902,13.538613,0.508152481,44.88549093,2.052787,0.149805316,37.84396665,0.44477,0,16,0,0,16,0,0.044927444,35.5285455,0.063537,0,3.5190616,0,0.156176341,37.93242242,0.50831,0.192738012,45.06190957,1.075268,0,16,0,0.332992399,37.77261288,1.080156,0,16,0,0.222731184,44.97911633,1.515148,0,16,0,0.182947987,30.4076341,0.698925,0.987502377,56.85658486,3.421306,0.030267867,34.52844814,0.127075,0,16,0,0.172977667,45.08797638,1.270772,1.270772
53,2017-11-10 0:22,16,4,0.038610954,38.10422372,0.127075,0.304602349,0.263386558,1.1730205,0,29,0,0.11843303,38.05561938,0.31769,0,29,0,0.750701939,44.77404308,2.834798,0.301760685,35.79984619,0.889542,3.012216092,45.66990425,16.76442,0,29,0,0.023715029,35.0185093,0.127077,0,29,0,1.445087761,45.21309039,15.298145,0.04112746,34.08456122,0.127076,3.637476119,57.58850639,17.399802,0,29,0,0,29,0,0.114721627,34.98504208,0.50831,0.713386547,44.96383172,3.861191,2.092603231,45.65921338,8.455521,0,29,0,0.075958956,38.02171231,0.254153,0,29,0,0.084196324,34.05654984,0.571847,1.737488305,56.76135017,15.786903,0,29,0,0.023571224,35.02358308,0.127077,0.421184449,45.110767,4.00782,0.404254858,45.15753131,1.56403,0.07044413,38.01376975,0.254153,0,29,0,0,29,0,0.044928151,36.000389,0.063538,0,3.323558,0,0.05644761,38.03670013,0.254153,0.138241209,45.06353832,0.733135,0,29,0,0.211186135,37.8891271,0.635387,0,29,0,0.402951749,44.94844445,2.346043,0,29,0,0.184133006,30.839322,0.635384,3.552585321,57.47800623,16.76442,0.022311067,35.01813359,0.127077,0,29,0,0.40646911,45.01963307,3.519059,3.519059
54,2017-11-10 0:24,15,4,0.068629501,38.12893315,0.254155,0.25980821,0.360929404,0.8797654,0,29,0,0.105313892,38.0563175,0.31769,0,29,0,1.397939522,44.46306421,4.78983,0.285060798,35.80778831,0.889538,0.846730873,45.18878275,4.789834,0,29,0,0.023395889,35.02093499,0.127077,0,29,0,1.417837033,45.1882565,15.29814,0.040344004,34.08179861,0.127076,1.070168063,57.02112313,4.643206,0,29,0,0,29,0,0.116178688,34.98250072,0.50831,0.172801838,45.12218956,0.733139,0.177322123,45.04826469,0.782014,0,29,0,0.085245657,38.01774131,0.254153,0,29,0,0.076929123,34.05588741,0.571847,0.192303737,56.56565734,1.564026,0,29,0,0.017736471,35.01554012,0.127077,0.880153709,45.17184349,8.01564,0.937993298,44.76276446,3.519062,0.067642478,38.01774081,0.190617,0,29,0,0,29,0,0,35.96862,0,0,3.6656892,0,0.065157617,38.03874981,0.254153,1.40343342,45.342829,7.526883,0,29,0,0.203566378,37.89117674,0.571845,0,29,0,0.509961601,44.90429765,2.981425,0,29,0,0.185762873,30.8537625,0.698922,0.44712278,56.47827227,2.199413,0.012969742,35.01554006,0.127077,0,29,0,1.558276513,45.28886439,12.414466,12.414466
55,2017-11-09 20:44,20,3,0.096060694,38.13816657,0.254153,0.132356448,0.439882704,0.39100687,0,16,0,0.128552659,38.01562857,0.381234,0,16,0,3.731529267,44.6934785,18.426195,0.302756926,35.32348909,0.953079,0.278643505,44.99392745,1.75953,0,16,0,0.037281737,34.53530536,0.190615,0,16,0,0.11339967,45.03278072,1.075266,0.045371361,33.54918087,0.12708,2.78207976,57.41425365,13.09873,0,16,0,0,16,0,0.153329613,34.42603296,0.571846,0.717206248,45.27895426,4.203322,0.509624554,44.95141159,2.492668,0,16,0,0.157060528,37.840229,0.44477,0,16,0,0.107598243,33.48325993,0.50831,0.142050694,56.53700591,1.319648,0,16,0,0.02682051,34.52922022,0.063537,1.397292961,45.24366554,13.000975,0.096671784,45.04957436,0.293255,0.147307575,37.84770412,0.44477,0,16,0,0,16,0,0,35.496777,0,0,3.8611925,0,0.146810024,37.95095469,0.44477,1.192190808,45.265784,6.59824,0,16,0,0.326874521,37.77261276,1.01662,0,16,0,1.435660394,45.28866385,8.455526,0,16,0,0.203519619,30.37902805,0.698925,0.311882349,56.56713855,1.710657,0.03559679,34.53226034,0.190615,0,16,0,0.879625752,45.20853705,6.940372,6.940372
56,2017-11-09 20:49,24,2,0.047830997,38.09475467,0.127079,0.159877101,0.366568923,0.439882703,0,53,0,0.112641777,38.00247221,0.317695,0,53,0,2.176071604,44.16631779,8.11339,0.310098571,36.32937897,0.95308,2.869153813,45.60979797,16.813294,0,53,0,0.028848593,35.54499533,0.12708,0,53,0,0.400813818,45.1061482,4.643207,0.049250063,34.54810222,0.190616,0.262630124,56.72786626,1.417401,0,53,0,0,53,0,0.157462408,35.52307046,0.571847,0.358117688,45.19136788,1.710655,0.857953233,44.86803513,3.567935,0,53,0,0.07995029,38.06033794,0.31769,0,53,0,0.094241962,34.52171736,0.635387,0.52040739,56.43953161,5.034215,0,53,0,0.032011405,35.54583722,0.12708,1.61663582,45.27057446,15.102642,2.038270234,45.75531992,7.478005,0.075179359,38.06828006,0.31769,0,53,0,0,53,0,0,36.4957,0,0,3.714565,0,0.048595082,38.04727119,0.254153,0.086702455,45.01291682,0.391006,0,53,0,0.142534727,37.90943375,0.381233,0,53,0,0.18652714,45.05742972,1.319649,0,53,0,0.167388223,31.38878387,0.635388,0.387621824,56.55547358,1.955037,0.038197582,35.55429055,0.190617,0,53,0,0.264025309,45.02957408,2.346039,2.346039
57,2017-11-09 20:47,31,4,0.093010987,38.13801014,0.254155,0.163152096,0.335148729,0.4398827,0,28,0,0.111221215,38.04584438,0.254153,0,28,0,0.949707456,44.54094323,2.688172,0.299302671,35.80580291,0.95308,1.705173381,45.32013641,9.677422,0,28,0,0.029866686,35.02325998,0.127077,0,28,0,0.491459747,45.10406006,4.349948,0.038881297,34.07690127,0.127076,1.210968386,56.99813314,5.718475,0,28,0,0,28,0,0.119039398,34.98250052,0.50831,0.385623858,45.0733142,2.199413,1.421887575,45.46676481,5.767354,0,28,0,0.066513909,38.01376969,0.190615,0,28,0,0.087738069,34.0524656,0.571847,1.48951156,56.76738472,13.440855,0,28,0,0.022722033,35.02277877,0.127077,1.475188241,45.26837807,13.636364,0.684618089,44.85581608,2.639292,0.061070398,38.00609253,0.190615,0,28,0,0,28,0,0,36.032158,0,0,3.8123167,0,0.05026433,38.04489861,0.190617,0.456604585,45.12987004,1.808408,0,28,0,0.222668484,37.88073647,0.698925,0,28,0,0.189847873,45.03451834,1.221897,0,28,0,0.18203281,30.83932195,0.635384,2.745366562,57.23584868,13.049851,0.027200454,35.0142695,0.127077,0,28,0,0.339850277,45.09204928,2.883676,2.883676
58,2017-11-17 7:11,44,4,0.032810882,38.08657433,0.063538,0.171414255,0.317693067,0.4398827,0,69,0,0.119148665,38.05631764,0.31769,0,69,0,2.562907877,44.25359593,9.921798,0.291833008,35.81175944,0.889538,0.39764792,44.93982131,2.541542,0,69,0,0.027448297,35.0269293,0.127077,0,69,0,0.323209902,45.08881936,3.470184,0.045370331,34.08456139,0.127076,3.778377459,57.54600552,18.181812,0,69,0,0,69,0,0.112888799,34.9748756,0.50831,0.32120768,45.19843592,1.56403,1.119455072,44.76722906,4.643203,0,69,0,0.073253475,38.02965438,0.254153,0,69,0,0.071912837,34.05111431,0.571847,0.099783996,56.56449344,0.586509,0,69,0,0.027779461,35.02857388,0.127077,0.24339944,45.0357683,2.248291,0.128361935,44.99962369,0.43988,0.071510652,38.01774081,0.254153,0,69,0,0,69,0,0,35.96862,0,0,3.714565,0,0.059229552,38.03997967,0.254153,0.527538977,44.96397681,3.519062,0,69,0,0.20843407,37.88707761,0.571845,0,69,0,0.699157141,44.93267713,4.447705,0,69,0,0.163975753,30.83643382,0.635384,0.856296,56.34941841,3.958945,0.020465156,35.01683686,0.127077,0,69,0,0.462906848,45.12401244,3.763438,3.763438
59,2017-11-21 14:56,36,3,0.047229568,38.04180152,0.254155,1.197361693,0.213580797,10.215054,0,55,0,0.125849812,38.01388285,0.381234,0,55,0,1.591610164,44.45447,5.91398,0.379685053,36.73204062,1.27077,0.5349866,45.12966456,3.17693,0,55,0,0.031919747,35.99511825,0.127076,0,55,0,0.289062775,45.01160813,3.42131,0.036128568,35.07487936,0.127073,0.329962815,56.69990124,2.052783,0,55,0,0,55,0,0.099106528,35.90111273,0.381235,0.261133498,45.08575473,1.4174,1.588026058,45.45454546,6.01173,0,55,0,0.061045009,38.14096015,0.190613,0,55,0,0.091553759,35.01749143,0.635387,1.340852523,56.6622017,12.658846,0,55,0,0.025717449,35.99220568,0.063538,1.205713387,45.2154026,11.388072,0.081296977,44.9706747,0.293255,0.061045009,38.14096015,0.190613,0,55,0,0,55,0,0,36.958164,0,0.03456041,3.5434995,0.0488758,0.053837052,38.11597926,0.254153,0.05731213,44.99633488,0.293255,0,55,0,0.075417406,37.98354521,0.254156,0,55,0,1.329669102,45.13432393,8.01564,0,55,0,0.175875913,31.86297071,0.635388,3.991791821,57.5338649,18.328441,0.030290553,35.98390567,0.063538,0,55,0,0.438509521,44.98356,3.665691,3.665691
60,2017-11-23 18:49,157,4,0.086810215,38.10775433,0.254154,0.169310933,0.342130997,0.4398827,0,99,0,0.127076231,38.06539436,0.31769,0,99,0,3.219403672,44.26057843,13.92962,0.31145679,35.78991825,0.953078,2.897351535,45.64852191,16.17791,0,99,0,0.02329111,35.02088457,0.127077,0,99,0,0.133721782,45.05100656,1.075268,0.050449301,34.07834562,0.190613,0.168888997,56.75097612,0.782012,0,99,0,0,99,0,0.126652447,34.96216796,0.508307,0.159077983,45.13587484,0.782014,1.107211669,45.42399775,4.252198,0,99,0,0.071392749,38.00582762,0.190615,0,99,0,0.083821,34.04900525,0.571847,0.484988053,56.49876441,4.545457,0,99,0,0.02441783,35.02680025,0.06354,0.277368217,45.02619546,2.59042,2.337284385,45.69892415,8.553272,0.056236252,38.00979856,0.127079,0,99,0,0,99,0,0,35.96862,0,0,3.323558,0,0.059542285,38.03574367,0.254153,0.872942721,44.87165581,4.740955,0,99,0,0.217789659,37.88470766,0.698925,0,99,0,1.529627398,45.35832094,8.993156,0,99,0,0.193752732,30.83354564,0.698922,3.867739851,57.63574173,18.328445,0.015830621,35.0168368,0.127077,0,99,0,0.307174519,45.11904175,2.346044,2.346044
61,2017-11-23 16:36,181,4,0.088780923,38.15616371,0.254155,0.166601781,0.363077789,0.48875856,0,99,0,0.122091035,38.05073185,0.31769,0,98,0,1.557247161,44.37175723,5.229717,0.289037698,35.81771619,0.889542,0.354940938,44.95051319,2.248292,0,99,0,0.021594065,35.02088454,0.127077,0,99,0,0.644862865,45.11659216,6.891495,0.049276012,34.08893546,0.190613,0.610799569,56.84261813,3.0303,0,99,0,0,99,0,0.126415227,34.95444562,0.44477,0.206296412,45.07105823,0.879766,0.900051546,44.88758533,4.10557,0,99,0,0.073890491,37.99762033,0.190615,0.50262469,98.49473684,1,0.089969956,34.04227764,0.571847,2.013711995,56.83974504,18.377328,0,99,0,0.025699024,35.02840886,0.06354,0.295357811,45.06683335,2.932547,1.432573052,45.52973846,5.180838,0.066513909,38.01376969,0.190615,0,99,0,0,99,0,0,35.96862,0,0,3.6656892,0,0.060508497,38.0463334,0.254153,0.606532959,44.90061889,3.37243,0,99,0,0.219724536,37.88073684,0.762463,0,99,0,1.540557893,45.32166406,9.384163,0,99,0,0.186701352,30.84798618,0.698922,0.709809737,56.42051068,3.274681,0.018154058,35.01813353,0.127077,0,99,0,0.34911344,45.02708849,2.981426,2.981426
62,2017-11-23 16:39,23,2,0.031002394,38.06800714,0.063536,0.172637593,0.349113257,0.48875856,0,1,0,0.112299317,38.05832407,0.317692,0,1,0,1.909824749,45.30791827,9.384162,0.314074095,36.80994329,1.080158,0.210151193,44.9937168,1.4174,0,1,0,0.027361717,36.0280663,0.12708,0,1,0,0.195607627,45.07525283,1.906158,0.047548002,35.020332,0.190618,2.532869955,57.36265816,12.218962,0,1,0,0,1,0,0.117058227,35.97937145,0.508314,0.227508537,45.10735828,1.319644,0.900012848,45.28076444,3.958946,0,1,0,0.048731319,38.09221178,0.190616,0,1,0,0.075728673,34.99022471,0.508308,1.040048208,56.6890106,9.824045,0,1,0,0.025218493,36.02886625,0.063543,0.219741016,45.10926144,1.906158,1.445232451,45.5001632,5.669601,0.053997098,38.08868172,0.254157,0,1,0,0,1,0,0,36.969696,0,0,3.372434,0,0.044565982,38.08722847,0.190616,0.464186409,44.95317332,3.079177,0,1,0,0.060104331,38.05732762,0.190615,0,1,0,0.205526748,45.10666479,1.124146,0,1,0,0.137684806,31.87555748,0.57185,0.837910841,56.88086974,4.10557,0.025099342,36.02860625,0.063543,0,1,0,0.319372698,45.03483392,2.785924,2.785924
63,2017-11-23 18:51,161,4,0.053159346,38.09716383,0.127075,0.156606262,0.309547093,0.39100686,0,99,0,0.126668089,38.07516962,0.31769,0,99,0,2.478505005,45.61245246,10.508308,0.302730201,35.80381725,1.01662,1.592480665,45.33846491,9.042034,0,99,0,0.01938806,35.02207215,0.06354,0,99,0,0.40803046,45.07815943,4.349948,0.042146733,34.07771008,0.127076,3.587282567,57.53861104,17.937442,0,99,0,0,99,0,0.12579959,34.95200188,0.44477,0.244934653,45.06729819,1.27077,0.634794859,44.84848527,2.59042,0,99,0,0.072842123,37.98914913,0.190615,0,99,0,0.081970989,34.04884502,0.571847,0.084992153,56.62326043,0.58651,0,99,0,0.016940391,35.02036582,0.06354,1.268621388,45.22499381,11.827957,1.017859391,44.70511592,3.714567,0.067357345,38.0103284,0.254153,0,99,0,0,99,0,0.044928151,36.000389,0.063538,0,3.2258065,0,0.063058318,38.03874997,0.254153,1.213530191,45.31839093,6.060604,0,99,0,0.216043066,37.88707758,0.698925,0,99,0,0.536520268,44.91533419,3.17693,0,99,0,0.178249176,30.83354573,0.635384,1.739523188,56.99591245,8.357769,0.015243115,35.0193524,0.06354,0,99,0,0.339978136,44.9934832,2.883674,2.883674
64,2017-11-29 0:05,55,3,0.019157428,38.10763618,0.063538,0.286891464,0.617613089,1.075268786,0,76,0,0.112641839,38.02016707,0.317692,0,75,0,2.837310592,44.45259057,12.903228,0.369509058,36.74576246,1.143694,0.532162309,45.18363337,3.128054,0,76,0,0.032214017,36.00568442,0.127076,0,75,0,0.186362411,45.04373554,2.39492,0.040517635,35.0748794,0.127073,0.711688412,56.79960892,4.0567,0,75,0,0,76,0,0.132669273,35.9233925,0.444773,2.290375611,45.65179429,12.463341,0.158153903,44.99837106,0.684262,0,76,0,0.059904222,38.11597922,0.254153,0,75,0,0.096331419,35.02206247,0.44477,0.615458268,56.61340949,5.865105,0,76,0,0.032006144,36.00019746,0.127076,0.310053202,44.99911103,3.225804,0.497797918,45.014663,2.394915,0.063723469,38.12192426,0.254153,0,76,0,0,76,0,0,36.958164,0,0,3.9589443,0,0.062106598,38.09438418,0.254153,1.046040579,45.22908555,5.913979,0.438018795,75.25,1,0.074454245,38.009274,0.254154,0,75,0,0.110168122,45.01047334,0.635387,0,76,0,0.194496193,31.85485636,0.698925,0.587272679,56.60934882,3.714567,0.02913036,36.01131422,0.127076,0,76,0,1.876826446,45.34798033,14.61388,14.61388
65,2017-11-29 0:02,25,2,0.0348001,38.081622,0.063536,0.162593353,0.374714896,0.439882703,0,21,0,0.111453244,38.04985221,0.317692,0,21,0,0.746295431,44.71791636,2.785924,0.289597374,36.83514515,0.953079,1.032046376,45.29066806,5.816227,0,21,0,0.028263599,36.02730664,0.12708,0,21,0,0.315730275,45.08442624,3.274684,0.0444766,35.02287368,0.127076,3.90337039,57.60312804,19.452592,0,21,0,0,21,0,0.11771899,35.97804104,0.444773,0.592662498,45.21016596,3.470184,0.811217667,44.85717394,3.56794,0,21,0,0.053382598,38.092212,0.190616,0,21,0,0.079677411,34.99143293,0.508308,1.205579734,56.68555885,11.388073,0,21,0,0.029648674,36.02297168,0.12708,0.115980419,45.09395002,0.733135,0.4908023,44.93972007,2.00391,0.047774392,38.09574156,0.190616,0,21,0,0,21,0,0,36.969696,0,0,3.9100685,0,0.051600468,38.090966,0.254156,0.892409867,45.19912971,5.03421,0,21,0,0.056270585,38.05359038,0.254155,0,21,0,1.459222927,45.35535565,8.504398,0,21,0,0.15884665,31.8611922,0.57185,0.120549622,56.69599224,0.782014,0.024464904,36.02783047,0.063543,0,21,0,0.388954573,45.12523426,2.981426,2.981426
66,2017-11-29 0:07,25,4,0.067925981,38.11985657,0.190617,0.159271169,0.314201939,0.4398827,0,5,0,0.124816603,38.05073154,0.38123,0,5,0,2.158221843,44.12361831,7.820138,0.294505305,35.80977406,0.95308,0.578238491,45.11088672,3.274684,0,5,0,0.026947073,35.02147846,0.127077,0,5,0,1.257406857,45.17925345,13.489735,0.048110503,34.08533484,0.190613,0.706972777,56.51612796,3.567936,0,5,0,0,5,0,0.118756339,34.95708512,0.50831,0.521942992,45.0654936,3.128057,0.252846459,45.07881231,1.124142,0,5,0,0.072329316,38.02171188,0.254153,0,5,0,0.089335999,34.04729786,0.571847,1.768714012,56.76875147,16.862174,0,5,0,0.014019967,35.01875722,0.06354,1.641044661,45.28869708,15.249268,0.793347361,45.34927415,2.639294,0.081099907,38.01376987,0.254153,0,5,0,0,5,0,0,35.96862,0,0,3.5679374,0,0.066737433,38.042849,0.254153,0.100477588,45.00593561,0.58651,0,5,0,0.220952956,37.88669338,0.635387,0,5,0,0.230400008,45.09714063,1.319644,0,5,0,0.187448826,30.84221009,0.635384,2.650677361,57.09588564,13.343109,0.025806929,35.01813365,0.127077,0,5,0,0.42591139,45.0229471,3.812318,3.812318
67,2017-12-10 18:04,96,2,0.036420563,38.0589301,0.127077,0.19706817,0.118698507,0.48875856,0,83,0,0.108393156,38.05473977,0.317692,0,83,0,2.207350209,43.99578969,7.429131,0.32107147,37.31099029,1.016621,0.081069563,45.03002437,0.43988,0,83,0,0.030066678,36.54290863,0.127079,0,83,0,0.149586602,45.07238729,1.026394,0.041013035,35.53372408,0.127076,0.388944713,56.64320604,2.443795,0,83,0,0,83,0,0.093011753,36.52038807,0.381234,0.55838883,45.27475214,2.44379,0.185356705,45.08797656,0.782013,0,83,0,0.058680689,38.08162239,0.254157,0,83,0,0.071620375,35.50830934,0.444766,1.057012055,56.70167615,10.019553,0,83,0,0.02825034,36.54181591,0.063542,1.437574165,45.24970634,13.734114,1.992470854,45.57368006,8.113392,0.053226443,38.07660616,0.254157,0,83,0,0,83,0,0,37.414467,0,0,3.4701858,0,0.051434733,38.06910697,0.254157,0.37613151,44.99185397,2.150539,0,83,0,0.056652824,38.08722871,0.254156,0,83,0,0.356711956,45.12966526,2.101662,0,83,0,0.160084499,32.36314692,0.571846,3.878556015,57.57779346,19.15933,0.028154666,36.54144592,0.063542,0,83,0,0.491715405,45.0244377,4.105572,4.105572
68,2017-12-10 17:03,32,4,0.033685327,38.07068993,0.127075,0.382883481,0.109156078,2.7859237,0,67,0,0.115557488,38.05561923,0.31769,0,67,0,1.895749968,44.35671915,6.989245,0.299330955,36.30219888,0.95308,1.624871615,45.32930116,9.237537,0,67,0,0.023610002,35.52934865,0.12708,0,67,0,0.396526381,45.08368937,4.59433,0.042145912,34.52248176,0.127075,3.74302015,57.58553152,18.621696,0,67,0,0,67,0,0.113838617,35.5060598,0.44477,3.009613558,45.83382196,15.102639,0.144404119,45.06659313,0.488758,0,67,0,0.092440464,38.12099119,0.381229,0,67,0,0.077524117,34.49891221,0.50831,0.135552266,56.54529229,1.270774,0,67,0,0.032768713,35.52552211,0.12708,0.387578739,45.11980303,3.519062,1.805821681,45.57109538,6.695991,0.088346459,38.11304912,0.317692,0,67,0,0,67,0,0,36.47693,0,0,3.2258065,0,0.06305806,38.09204016,0.317692,0.36170085,45.10717771,2.052788,0,67,0,0.145249347,37.95881448,0.444771,0,67,0,0.530293015,44.93740768,3.12805,0,67,0,0.18744866,31.35051841,0.698925,0.257073201,56.44939205,1.270776,0.032280218,35.53736915,0.12708,0,67,0,0.345535043,45.02409544,2.981426,2.981426
69,2017-12-10 16:58,125,2,0.025710649,38.05319774,0.127077,0.175390059,0.14148274,0.48875856,0,83,0,0.122936047,38.04496485,0.317692,0,83,0,1.00974193,44.53342338,3.323558,0.304165227,37.32476603,1.016616,2.233441067,45.45023365,13.098728,0,83,0,0.030352464,36.54095896,0.190616,0,83,0,0.353705154,45.04098041,4.154448,0.041339846,35.53626552,0.127076,3.904566744,57.59530752,19.452592,0,83,0,0,83,0,0.081734867,36.51811857,0.381234,0.717522303,45.28522561,3.861194,1.498435231,45.48541384,6.695992,0,83,0,0.053447734,38.07995016,0.254157,0,83,0,0.071855108,35.51200338,0.444766,1.852055218,56.77555803,17.35093,0,83,0,0.028551418,36.54239905,0.063542,0.239223083,45.05213431,2.394916,0.420635689,44.95275327,1.80841,0.052510679,38.06750228,0.190617,0,83,0,0,83,0,0,37.478004,0,0,3.8123167,0,0.045682651,38.068541,0.254157,0.668228447,45.18809358,3.763438,0,83,0,0.056906327,38.08349129,0.254156,0,83,0,0.41410855,45.12103979,2.541543,0,83,0,0.140601431,32.386974,0.57185,0.158198096,56.69395588,0.977516,0.030252043,36.54610567,0.063542,0,83,0,1.552308547,45.2878867,12.218964,12.218964
70,2017-12-10 18:02,103,2,0.03668397,38.04985321,0.127077,0.192297346,0.11833102,0.4398827,0,83,0,0.086331595,38.049852,0.190615,0,83,0,4.282341293,44.23614014,19.892473,0.310973832,37.317291,1.016616,2.552241566,45.55660991,14.711632,0,83,0,0.028376731,36.54214666,0.063542,0,83,0,0.300870184,45.0447399,3.567938,0.043866878,35.52864104,0.127076,1.474215765,57.04985348,7.282502,0,83,0,0,83,0,0.101757576,36.50904161,0.444771,2.129092318,45.57149818,11.681327,0.696250279,44.92234128,3.079177,0,83,0,0.047774505,38.06750256,0.190617,0,83,0,0.060061783,35.50978708,0.444766,0.346267682,56.49366966,3.27468,0,83,0,0.027806161,36.54101158,0.063542,0.378909164,45.10692274,3.372437,1.580424083,45.50953088,6.451611,0.061268485,38.07995011,0.254157,0,83,0,0,83,0,0,37.478004,0,0,3.6656892,0,0.045088093,38.06667229,0.254157,1.21799268,45.2732321,6.891495,0,83,0,0.052464887,38.08162247,0.254156,0,83,0,0.283077864,45.11097674,1.612904,0,83,0,0.152982291,32.37373671,0.571846,0.9415441,56.68784721,5.229717,0.031331893,36.54984343,0.063542,0,83,0,0.333122141,45.0403029,2.883673,2.883673
