자재구분,END_DATE_TIME,Y,CHAMBER,TAE.STDDEV0,TAE.MEAN0,TAE.RANGE0,PC.STDDEV0,PC.MEAN0,PC.RANGE0,CROT.STDDEV0,CROT.MEAN0,CROT.RANGE0,TAE.STDDEV1,TAE.MEAN1,TAE.RANGE1,CROT.STDDEV1,CROT.MEAN1,CROT.RANGE1,PC.STDDEV1,PC.MEAN1,PC.RANGE1,TAE.STDDEV13,TAE.MEAN13,TAE.RANGE13,PC.STDDEV13,PC.MEAN13,PC.RANGE13,CROT.STDDEV13,CROT.MEAN13,CROT.RANGE13,TAE.STDDEV5,TAE.MEAN5,TAE.RANGE5,CROT.STDDEV5,CROT.MEAN5,CROT.RANGE5,PC.STDDEV5,PC.MEAN5,PC.RANGE5,TAE.STDDEV3,TAE.MEAN3,TAE.RANGE3,PC.STDDEV3,PC.MEAN3,PC.RANGE3,CROT.STDDEV3,CROT.MEAN3,CROT.RANGE3,CROT.STDDEV11,CROT.MEAN11,CROT.RANGE11,TAE.STDDEV11,TAE.MEAN11,TAE.RANGE11,PC.STDDEV11,PC.MEAN11,PC.RANGE11,PC.STDDEV10,PC.MEAN10,PC.RANGE10,CROT.STDDEV10,CROT.MEAN10,CROT.RANGE10,TAE.STDDEV10,TAE.MEAN10,TAE.RANGE10,CROT.STDDEV2,CROT.MEAN2,CROT.RANGE2,TAE.STDDEV2,TAE.MEAN2,TAE.RANGE2,PC.STDDEV2,PC.MEAN2,PC.RANGE2,CROT.STDDEV7,CROT.MEAN7,CROT.RANGE7,TAE.STDDEV7,TAE.MEAN7,TAE.RANGE7,PC.STDDEV7,PC.MEAN7,PC.RANGE7,PC.STDDEV8,PC.MEAN8,PC.RANGE8,TAE.STDDEV8,TAE.MEAN8,TAE.RANGE8,CROT.STDDEV8,CROT.MEAN8,CROT.RANGE8,CROT.STDDEV14,CROT.MEAN14,CROT.RANGE14,TAE.STDDEV14,TAE.MEAN14,TAE.RANGE14,PC.STDDEV14,PC.MEAN14,PC.RANGE14,TAE.STDDEV6,TAE.MEAN6,TAE.RANGE6,PC.STDDEV6,PC.MEAN6,PC.RANGE6,CROT.STDDEV6,CROT.MEAN6,CROT.RANGE6,TAE.STDDEV4,TAE.MEAN4,TAE.RANGE4,CROT.STDDEV4,CROT.MEAN4,CROT.RANGE4,PC.STDDEV4,PC.MEAN4,PC.RANGE4,CROT.STDDEV12,CROT.MEAN12,CROT.RANGE12,TAE.STDDEV12,TAE.MEAN12,TAE.RANGE12,PC.STDDEV12,PC.MEAN12,PC.RANGE12,TAE.STDDEV9,TAE.MEAN9,TAE.RANGE9,CROT.STDDEV9,CROT.MEAN9,CROT.RANGE9,PC.STDDEV9,PC.MEAN9,PC.RANGE9,PC.RANGE11
11,2017-10-05 23:06,143,3,0.033727035,38.02542796,0.190617,0.13252559,0.047459165,0.4398827,0,62,0,0.122726546,38.01877031,0.381234,0,62,0,0.848866433,44.61613708,2.59042,0.28990793,34.82673294,0.889542,0.615026246,44.95097612,3.714564,0,62,0,0.08017927,34.00491654,0.444771,0,62,0,1.434964419,45.21469165,15.347019,0.046176192,33.04187532,0.190617,0.6148981,56.5449205,2.932553,0,62,0,0,62,0,0.265257736,33.84477191,1.143695,1.347913295,45.50786468,6.74487,0.885456053,45.29569892,3.176934,0,62,0,0.199322146,37.64120442,0.508308,0,62,0,0.094978209,32.99559685,0.826003,0.315902397,56.6695414,3.128055,0,62,0,0.081346017,33.99601301,0.444771,0.687139845,45.13534381,6.549362,0.06465665,44.99837122,0.195503,0.202971322,37.64120442,0.508308,0,62,0,0,62,0,0,34.98847,0,0,3.42131,0,0.217501668,37.83358463,0.635385,0.035057926,45.01059063,0.195503,0,62,0,0.448231626,37.6591379,1.46139,0,62,0,0.556425833,45.10453181,3.665687,0,62,0,0.174558855,29.86604243,0.635385,2.187083089,57.10794638,10.019555,0.09192399,33.9688946,0.381234,0,62,0,0.236146774,45.08013772,1.710656,
12,2017-10-05 23:04,98,2,0.043858031,38.06563246,0.127079,0.185134529,0.097751711,0.48875856,0,79,0,0.121728158,38.0115495,0.317695,0,79,0,2.534348478,44.85058014,12.561097,0.314449261,36.33124732,1.01662,0.706285424,45.19579026,3.763438,0,79,0,0.027436252,35.55593314,0.12708,0,79,0,0.275097982,45.09838927,2.93255,0.045371502,34.54810222,0.127079,0.306017649,56.70874083,1.808407,0,79,0,0,79,0,0.152425569,35.53433326,0.635384,0.601012631,45.02103774,3.176928,0.095276907,45.05131956,0.342133,0,79,0,0.069117712,38.07622219,0.31769,0,79,0,0.090335465,34.52895638,0.635387,0.474804602,56.50389957,4.643205,0,79,0,0.026527428,35.55664831,0.06354,0.270466507,45.04162905,3.030306,0.114107409,45.04957379,0.488758,0.071038482,38.08416447,0.254154,0,79,0,0,79,0,0.044929565,36.46393,0.06354,0,3.8123167,0,0.056061636,38.0595689,0.254154,0.325490133,44.95880479,1.808408,0,79,0,0.137890576,37.90943391,0.381233,0,79,0,0.237579423,44.95204038,1.368527,0,79,0,0.159993811,31.38613654,0.57185,3.519881176,57.59408604,17.204294,0.026988259,35.55718125,0.06354,0,79,0,0.136847038,45.0660664,1.17302,
13,2017-10-05 23:02,124,4,0.064643574,38.10218026,0.254155,0.293207505,0.249524113,1.0752689,0,86,0,0.126668333,38.05561931,0.31769,0,86,0,1.512065778,44.55598192,6.207232,0.262689886,35.32926322,0.826003,0.513628153,45.11852325,2.883675,0,86,0,0.030274538,34.50234538,0.127075,0,86,0,0.515774972,45.12184675,5.327469,0.034975967,33.57148127,0.127074,1.114235032,56.9403715,5.278592,0,86,0,0,86,0,0.135631912,34.43352828,0.508309,1.292154227,45.49169104,5.962856,0.167146754,45.04072987,0.68426,0,86,0,0.119756094,37.88325153,0.381233,0,86,0,0.09004143,33.53465825,0.571845,0.54603236,56.55325234,5.18084,0,86,0,0.014282109,34.50388889,0.063538,1.137871234,45.21243936,10.410556,0.573280356,44.87179431,2.297164,0.119434291,37.89066406,0.317691,0,86,0,0,86,0,0,35.46031,0,0,3.8123167,0,0.126510163,37.97855887,0.444771,0.692468452,44.86984574,3.763443,0,86,0,0.310200926,37.79932725,1.080158,0,86,0,0.369734767,45.06353881,2.59042,0,86,0,0.162880106,30.37722332,0.635386,0.668220742,56.46049918,3.079182,0.022701618,34.50723294,0.127075,0,86,0,0.599212656,45.16634686,4.349954,
14,2017-10-05 15:37,95,2,0.047830599,38.07357483,0.127079,0.17599833,0.350276967,0.4398827,0,77,0,0.132879994,38.00247214,0.381235,0,77,0,4.191447217,44.106969,18.328448,0.303792355,36.34059138,0.95308,2.780038262,45.62417391,16.080158,0,77,0,0.02457887,35.55230229,0.12708,0,77,0,0.619635463,45.13026515,5.913977,0.042325928,34.55199491,0.127079,0.708876638,56.52270345,3.372437,0,77,0,0,77,0,0.150270193,35.50958052,0.571847,0.596518696,45.25708684,3.372432,0.922459392,44.82241787,3.958944,0,77,0,0.058825915,38.0841648,0.190617,0,77,0,0.100801502,34.52600109,0.698925,0.212533607,56.58357847,1.661776,0,77,0,0.026527428,35.55664831,0.06354,0.223960287,45.08881971,1.759534,1.851849457,45.58613423,6.842621,0.084352993,38.07225137,0.31769,0,77,0,0,77,0,0,36.4957,0,0,3.42131,0,0.058711593,38.06629419,0.254154,0.070344232,45.014663,0.34213,0,77,0,0.142933759,37.90546278,0.508309,0,77,0,0.521325069,44.90774731,3.030304,0,77,0,0.174123863,31.38211244,0.635388,0.639271838,56.43401788,3.323558,0.023728237,35.55299388,0.06354,0,77,0,1.750879656,45.33028522,13.391987,
15,2017-10-05 15:45,131,3,0.031217968,38.02286441,0.127077,0.479263928,0.092467834,4.056696,0,60,0,0.139688889,38.03832085,0.381234,0,60,0,0.734265219,44.83043862,3.32356,0.274093395,34.84153463,0.826006,0.431634431,45.14143456,2.492668,0,60,0,0.074541263,34.00591255,0.444771,0,60,0,0.677147221,45.07587132,7.526884,0.042087045,33.04639609,0.12708,0.540803433,56.53023817,2.394916,0,60,0,0,60,0,0.240552975,33.82359248,1.01662,0.664706594,44.98673376,3.42131,0.292889377,44.87179523,1.075268,0,60,0,0.226935178,37.63265062,0.698924,0,60,0,0.090124101,32.9862439,0.698923,0.145895553,56.6535172,1.4174,0,60,0,0.08381793,33.99454261,0.444771,0.276111456,45.03421329,2.68817,0.073585091,44.9951123,0.244381,0.209749299,37.63753838,0.635387,0,60,0,0,60,0,0.044926736,35.020238,0.063536,0,3.8611925,0,0.233569957,37.82047318,0.762464,0.035470029,45.02052808,0.097752,0,60,0,0.439724871,37.64479006,1.524927,0,60,0,0.638149566,44.86015206,3.616815,0,60,0,0.19743909,29.86205409,0.762465,0.920911519,56.76486345,4.349953,0.089347663,33.95823405,0.381234,0,60,0,0.384693102,45.16974931,2.150536,
16,2017-10-05 15:50,110,3,0.034707925,38.02358617,0.190617,1.337570631,0.227378972,10.997067,0,60,0,0.133823118,38.008995,0.381234,0,60,0,0.772636528,44.60861715,2.492668,0.279001575,34.82366425,0.826006,1.982087969,45.44690909,10.997068,0,60,0,0.074817136,34.00297163,0.444771,0,60,0,0.77706974,45.14861906,8.064516,0.045895903,33.04363348,0.12708,0.2394027,56.60249078,1.075272,0,60,0,0,60,0,0.264204585,33.83872057,1.143695,0.314715977,45.20085652,1.710655,0.609509875,44.90061942,2.590419,0,60,0,0.197859691,37.61472958,0.508312,0,60,0,0.101307198,32.98700035,0.826003,1.486255678,56.75301467,13.978492,0,60,0,0.079097932,33.99511827,0.381234,0.163043594,45.08767526,1.221893,0.069121485,44.99837078,0.244381,0.191256428,37.64649908,0.508308,0,60,0,0,60,0,0.044931686,34.9566985,0.063543,0,3.8123167,0,0.216175731,37.84535078,0.635385,0.038075704,45.00448092,0.146626,0,60,0,0.440927646,37.65093887,1.46139,0,60,0,0.265845497,44.93740729,1.319648,0,60,0,0.199003564,29.84183727,0.635385,1.067482391,56.23611555,5.327469,0.092819369,33.96593926,0.381234,0,60,0,0.212364426,45.06722698,1.710655,
17,2017-10-05 15:39,54,3,0.035024527,38.01974682,0.190617,0.562582951,0.127829164,4.447703,0,60,0,0.138573376,38.01388254,0.381234,0,60,0,1.594157165,44.47702846,6.304985,0.285094118,34.83058355,0.889542,0.281518869,44.99688961,1.710656,0,60,0,0.07049997,34.00198221,0.444771,0,60,0,0.12559021,45.04709452,1.417401,0.041321763,33.02982043,0.12708,1.019432919,56.90637187,5.474094,0,60,0,0,60,0,0.26742366,33.84477173,1.143697,2.054402641,45.66337891,10.263931,0.736093599,45.18572842,2.737047,0,60,0,0.184417964,37.63590933,0.508308,0,60,0,0.104603116,32.99197625,0.826006,1.884982793,56.9315393,17.39981,0,60,0,0.071321651,33.99422299,0.381234,0.191508606,45.05448753,1.906159,0.051520038,44.97121689,0.195504,0.207147305,37.6623835,0.508308,0,60,0,0,60,0,0,34.98847,0,0,3.4701858,0,0.22917311,37.83181936,0.698926,0.044349246,44.98338224,0.244378,0,60,0,0.412008761,37.67143545,1.397848,0,60,0,0.327501117,44.9673631,1.955037,0,60,0,0.169983524,29.878145,0.698925,0.461130721,56.41670267,2.590418,0.093275662,33.96002849,0.381234,0,60,0,0.19374884,45.03679504,1.466276,1.466276
18,2017-10-05 15:42,90,2,0.040185908,38.0841645,0.127079,0.162593353,0.374714896,0.439882703,0,77,0,0.119304302,38.00596331,0.317695,0,77,0,0.867195016,44.66501292,2.834796,0.307014681,36.3387225,1.016616,2.102552921,45.45885776,12.365594,0,77,0,0.025453638,35.54689673,0.12708,0,77,0,0.180319645,45.02581031,2.150536,0.039343797,34.54257661,0.127079,4.184098007,57.73725848,19.99023,0,77,0,0,77,0,0.114075115,35.5324544,0.50831,0.208281787,45.16520008,1.02639,0.723248158,45.29354288,2.932553,0,77,0,0.070197324,38.06547694,0.254153,0,77,0,0.096898451,34.52670717,0.635387,0.328629366,56.67644144,2.688173,0,77,0,0.020431504,35.54995154,0.06354,0.136230762,45.04965331,1.17302,1.442755877,45.44326677,5.278591,0.05915116,38.06828,0.254153,0,77,0,0,77,0,0,36.4957,0,0,3.7634408,0,0.058114567,38.06161858,0.31769,0.411712369,44.96229618,2.492668,0,77,0,0.141833455,37.91141937,0.381233,0,77,0,0.720345633,45.14143459,4.154446,0,77,0,0.154126511,31.39143137,0.57185,0.057048038,56.704139,0.14663,0.025062894,35.55453375,0.06354,0,77,0,1.941935093,45.3567935,14.61388,14.61388
19,2017-10-05 15:47,104,2,0.057168659,38.075088,0.127079,0.205156646,0.321184197,0.48875856,0,77,0,0.114432857,38.01573862,0.317695,0,77,0,0.70189334,44.95074862,3.07918,0.321755849,36.3312475,1.080156,2.350957142,45.50485938,13.734116,0,77,0,0.025581162,35.55169711,0.190617,0,77,0,0.778209292,45.13706531,8.308896,0.041706509,34.5508647,0.127079,0.503920699,56.80011722,2.883678,0,77,0,0,77,0,0.143273666,35.52551423,0.571847,0.490548439,45.23836365,2.639296,0.182440559,45.05131981,0.879763,0,77,0,0.062335963,38.07225131,0.254153,0,77,0,0.09201155,34.52094657,0.635387,0.405331681,56.66044611,4.00782,0,77,0,0.02395834,35.55334753,0.06354,1.474382684,45.24106438,13.391987,0.794996879,44.84708857,3.37243,0.069132372,38.08042676,0.254154,0,77,0,0,77,0,0,36.4957,0,0,3.5190616,0,0.04886264,38.05137045,0.254153,0.19416525,45.05481129,1.075268,0,77,0,0.134650235,37.91539053,0.381233,0,77,0,0.072388165,45.01466347,0.391007,0,77,0,0.145936457,31.39143154,0.508308,1.030407684,56.9037145,5.131966,0.026988259,35.55718125,0.06354,0,77,0,0.385932203,45.11409993,2.932548,2.932548
20,2017-10-08 5:28,100,3,0.034310222,38.01868047,0.127077,0.118519012,0.040877989,0.39100686,0,70,0,0.123147623,38.013883,0.317696,0,70,0,0.67808034,44.66501238,2.443795,0.288095693,34.82288224,0.889542,0.335075862,45.06353788,1.906158,0,70,0,0.075379856,34.01049784,0.444771,0,70,0,0.2603151,45.02425539,3.030303,0.037473848,33.04639609,0.12708,1.609779879,57.144376,7.82014,0,70,0,0,70,0,0.21962281,33.82056662,0.88954,2.280251639,45.79202171,10.312806,0.325149769,45.08233723,1.270776,0,70,0,0.199245489,37.65708915,0.508308,0,70,0,0.095837585,32.99709188,0.826003,0.402502349,56.68506675,3.910067,0,70,0,0.080250103,34.00138245,0.444771,0.288231164,45.08948525,2.981425,0.069884646,44.9853372,0.244378,0.211347068,37.63753838,0.571849,0,70,0,0,70,0,0,34.924927,0,0,3.6168132,0,0.223603116,37.82652474,0.635385,0.06756921,45.00448083,0.342128,0,70,0,0.426535161,37.67348497,1.46139,0,70,0,0.147761863,45.05565503,0.977517,0,70,0,0.180408159,29.87209362,0.698925,2.932480071,57.289485,13.343103,0.084630996,33.9836714,0.381234,0,70,0,0.422151238,45.00359689,3.323554,3.323554
21,2017-10-08 5:30,54,4,0.042394043,38.09938053,0.254154,0.134694306,0.047739207,0.4398827,0,90,0,0.147789978,38.06050638,0.38123,0,90,0,1.648772469,44.19129238,4.985338,0.278335948,35.3133785,0.95308,2.79775716,45.58742663,15.738024,0,90,0,0.027666054,34.5188407,0.127075,0,90,0,1.377717251,45.1878721,14.760506,0.054036976,33.56796543,0.19061,0.396140487,56.566364,1.710655,0,90,0,0,90,0,0.136620935,34.44115264,0.50831,0.925742498,44.91691116,4.838707,0.712362797,44.85887094,3.0303,0,90,0,0.11600552,37.87477987,0.317696,0,90,0,0.091119263,33.52724266,0.571845,0.420312108,56.66206669,4.252197,0,90,0,0.024794145,34.51893718,0.063537,0.322664421,45.07888331,2.883675,0.989985382,45.38311154,3.714566,0.143020978,37.8747795,0.381233,0,90,0,0,90,0,0,35.46031,0,0,3.2258065,0,0.131443143,37.95676481,0.381233,1.070586554,45.22762175,5.865106,0,90,0,0.302683637,37.81918319,0.953079,0,90,0,1.444553063,45.31861006,8.504398,0,90,0,0.169505216,30.34834227,0.571848,3.935088301,57.60019591,18.6217,0.025270388,34.51939966,0.063537,0,90,0,0.250147986,45.07039809,1.710654,1.710654
22,2017-10-08 5:33,97,2,0.032810882,38.06298467,0.063538,0.165505709,0.309547093,0.4398827,0,90,0,0.118433948,38.03040185,0.317695,0,90,0,1.116393941,44.75524531,4.692081,0.336497527,36.31779217,1.143697,0.612271696,45.14592917,3.714566,0,90,0,0.028320293,35.55728308,0.12708,0,90,0,0.639747312,45.12356203,6.842616,0.04624246,34.55362722,0.190617,0.447100209,56.74699139,2.785923,0,90,0,0,90,0,0.14240769,35.52737152,0.571847,2.340149798,45.65591372,11.827957,1.324673738,45.44538106,5.376347,0,90,0,0.05122678,38.07622212,0.190617,0,90,0,0.09584324,34.52455697,0.635387,0.453561022,56.60323969,4.301075,0,90,0,0.027450948,35.55809769,0.06354,0.12684633,45.08853226,1.075267,0.545943785,44.890593,2.150535,0.078571386,38.0801935,0.31769,0,90,0,0,90,0,0,36.4957,0,0,3.9100685,0,0.058783025,38.05546974,0.31769,0.565675265,44.89770957,3.128053,0,90,0,0.143218124,37.91737597,0.444771,0,90,0,0.179306131,45.03146341,0.977515,0,90,0,0.161154716,31.38348921,0.571846,3.220451021,57.45967796,15.835776,0.027607052,35.55818082,0.06354,0,90,0,1.776583021,45.33774042,13.343107,13.343107
23,2017-10-10 1:05,131,3,0.040185276,37.9747805,0.127077,0.162838043,0.317693067,0.4398827,0,81,0,0.139317918,38.02854546,0.381234,0,81,0,2.804255366,43.92435515,10.215054,0.278898468,34.84406139,0.826006,0.237249421,45.06353794,0.977516,0,81,0,0.076113304,34.01292607,0.444771,0,81,0,0.560020536,45.11375993,6.060603,0.04466239,33.03810826,0.12708,0.243818134,56.66624039,1.4174,0,81,0,0,81,0,0.244948289,33.83266952,1.080157,0.438107795,45.11474219,2.443795,0.502542406,44.87210833,2.052788,0,81,0,0.196229358,37.65179392,0.508308,0,81,0,0.112508264,33.00212864,1.016616,1.601684606,56.83738238,15.347016,0,81,0,0.08260438,34.00361981,0.444771,0.773397949,45.17380771,7.18475,0.025760968,44.99294044,0.048878,0.215824764,37.62002433,0.571849,0,81,0,0,81,0,0,34.98847,0,0,3.8611925,0,0.223397432,37.83829107,0.635385,0.049884036,45.00448033,0.195503,0,81,0,0.433721005,37.66118726,1.46139,0,81,0,0.209972002,44.99259029,1.368522,0,81,0,0.201815997,29.85627786,0.698925,0.652422764,56.36497,3.274684,0.086222711,33.98051452,0.317697,0,81,0,0.190225474,45.03367056,1.564026,1.564026
24,2017-10-10 1:07,69,2,0.05187954,38.06298517,0.127079,0.149584609,0.350276973,0.391006843,0,3,0,0.129698032,38.02062623,0.381235,0,3,0,1.772252536,44.46950923,7.380257,0.315687766,36.3219035,1.01662,1.622869399,45.38266903,8.993158,0,3,0,0.026373312,35.55449664,0.12708,0,3,0,0.296643937,45.02468885,3.567936,0.046242403,34.55362761,0.127079,0.780793461,56.904245,3.763439,0,3,0,0,3,0,0.132273977,35.51573885,0.50831,0.730078238,45.32671646,3.910067,0.197302396,45.05437456,0.733135,0,3,0,0.076510375,38.07622219,0.31769,0,3,0,0.095262281,34.51564114,0.635387,0.141080246,56.56264665,1.564026,0,3,0,0.030047682,35.5635319,0.06354,0.398877269,45.09374273,3.812317,0.904279421,44.77780315,3.42131,0.070443555,38.07225106,0.31769,0,3,0,0,3,0,0.044929565,36.46393,0.06354,0.034560551,3.347996,0.048876,0.048773697,38.05546968,0.254153,0.233616883,44.98673346,1.319647,0,3,0,0.13846488,37.91539066,0.381233,0,3,0,1.519359589,45.30333563,8.797653,0,3,0,0.15673792,31.38348896,0.635388,3.176342491,57.46374975,15.542525,0.026077711,35.5558575,0.06354,0,3,0,1.470275059,45.28685138,11.143696,11.143696
25,2017-10-10 1:18,49,2,0.032810882,38.06298467,0.063538,0.15686028,0.36656892,0.391006843,0,4,0,0.1270775,38.02062623,0.317695,0,4,0,0.900086803,44.81164038,3.861193,0.30979711,36.33685385,1.016616,1.887640189,45.38123209,11.045944,0,4,0,0.029118786,35.55449664,0.12708,0,4,0,0.173522876,45.08317232,1.515152,0.04466253,34.54533952,0.127079,1.567886231,57.12737361,7.086998,0,4,0,0,4,0,0.143273666,35.52551423,0.571847,2.670556739,45.73464185,13.92962,0.582423388,44.96578706,2.737049,0,4,0,0.071392809,38.08813562,0.254154,0,4,0,0.09899182,34.52053522,0.635387,0.225382949,56.48472308,2.150536,0,4,0,0.027805286,35.55870608,0.06354,0.194289121,45.07562034,1.56403,1.868224042,45.58613431,6.793744,0.05441151,38.06827987,0.190617,0,4,0,0,4,0,0.044929565,36.46393,0.06354,0.03456041,3.6901271,0.0488758,0.058049251,38.05636628,0.254154,0.100745569,45.01634793,0.439886,0,4,0,0.135748701,37.91737619,0.381233,0,4,0,0.083047182,45.02077284,0.391007,0,4,0,0.158961967,31.39937362,0.635388,1.198502484,56.374226,5.913978,0.026786545,35.55688408,0.06354,0,4,0,0.269820893,45.11987066,1.955036,1.955036
26,2017-10-10 1:15,157,3,0.062470499,37.9641915,0.127077,0.172109648,0.342130993,0.4398827,0,81,0,0.14079616,38.03343315,0.381234,0,81,0,1.282861684,45.13121338,6.109483,0.280620257,34.83250952,0.889542,0.115058116,45.03095445,0.537637,0,81,0,0.067816791,34.01269678,0.381234,0,81,0,0.377815627,45.10064814,3.812317,0.052237152,33.03810826,0.254154,0.227449734,56.73211643,1.270773,0,81,0,0,81,0,0.246474053,33.84174648,0.95308,0.872605213,45.38705076,4.203322,0.621389832,44.81915925,2.297166,0,81,0,0.206333716,37.65708892,0.508308,0,81,0,0.097365981,32.99733517,0.826,0.498108794,56.57409664,4.887586,0,81,0,0.083270847,34.00185492,0.444771,1.007132994,45.21076204,9.433041,0.093943923,44.97664789,0.293255,0.188599966,37.63061492,0.444771,0,81,0,0,81,0,0.044931686,34.9566985,0.063543,0,3.8611925,0,0.219108559,37.83123104,0.635385,0.051295181,45.02280846,0.195503,0,81,0,0.428109794,37.67348506,1.524927,0,81,0,1.065579128,45.20385926,6.451614,0,81,0,0.208712528,29.85050155,0.635385,0.648495844,56.3516405,3.176934,0.092939808,33.97185009,0.381234,0,81,0,2.00903545,45.41110028,14.809385,14.809385
27,2017-10-10 1:13,65,2,0.036684547,38.08416443,0.127079,0.171314681,0.363077783,0.48875856,0,4,0,0.109950933,38.01608764,0.317695,0,4,0,4.368887912,44.06158386,19.501467,0.334546158,36.33231517,1.143696,0.422840568,44.98952643,2.688173,0,4,0,0.02372418,35.551445,0.12708,0,4,0,0.112586202,45.02584613,1.075267,0.042652104,34.53981413,0.127079,0.7726357,56.47711248,3.616814,0,4,0,0,4,0,0.133178809,35.52228816,0.571847,0.728053679,44.97360732,4.056697,1.720399761,45.50647619,6.989248,0,4,0,0.060833561,38.06033775,0.254153,0,4,0,0.094109944,34.52873398,0.635387,2.009968038,56.7543286,19.208207,0,4,0,0.028249451,35.55951038,0.06354,0.956489397,45.18874888,9.04203,1.835461403,45.57485485,6.744865,0.056236007,38.07622231,0.190617,0,4,0,0,4,0,0,36.4957,0,0,3.5679374,0,0.045742579,38.05751923,0.190617,1.024629112,45.24333214,5.474098,0,4,0,0.141387845,37.91737603,0.381233,0,4,0,0.158185954,44.96120453,0.830891,0,4,0,0.176760527,31.38084154,0.635388,0.846286057,56.87316713,4.398826,0.02815378,35.5591404,0.06354,0,4,0,1.946761084,45.36819847,14.956014,14.956014
28,2017-10-10 1:10,266,3,0.040185276,37.9747805,0.127077,0.084183843,0.399152827,0.24437928,0,81,0,0.124817533,38.02365785,0.381234,0,81,0,1.23395526,44.51086577,4.545453,0.297290963,34.81518064,0.953079,1.440222477,45.29014503,8.504397,0,81,0,0.074121329,34.00815824,0.444771,0,81,0,0.194197761,45.07485256,1.85728,0.039343484,33.03534565,0.12708,0.638151896,56.78099213,3.861194,0,81,0,0,81,0,0.224300012,33.81451552,0.88954,2.646778367,45.92235743,11.779079,0.645760819,45.24400338,2.297165,0,81,0,0.199505274,37.64242608,0.571849,0,81,0,0.104901666,32.99305177,0.889543,0.397601519,56.68260927,4.00782,0,81,0,0.078319995,34.00097236,0.444771,0.368069397,45.02718013,3.616814,0.049550019,44.98751,0.146626,0.199091745,37.657089,0.508308,0,81,0,0,81,0,0,34.924927,0,0.03456041,3.8367546,0.0488758,0.234789834,37.82274261,0.698926,0.041568681,45.006843,0.195503,0,81,0,0.433460569,37.66733613,1.46139,0,81,0,0.219845335,44.96736419,1.221898,0,81,0,0.19852042,29.85393957,0.698925,0.846964069,56.70064795,4.105572,0.092481639,33.97037233,0.381234,0,81,0,0.352891035,45.02204017,2.834797,2.834797
29,2017-10-11 22:59,213,2,0.033964093,38.11139586,0.063541,0.159271165,0.363077785,0.439882703,0,15,0,0.108222781,38.02970314,0.317695,0,15,0,2.786144737,45.300936,13.636361,0.329776144,36.32686917,1.143696,0.41009184,45.1026388,2.346044,0,15,0,0.026894547,35.54202617,0.12708,0,15,0,0.191508667,45.06479189,1.661781,0.037686769,34.55915257,0.127079,3.372489854,57.54600543,16.03128,0,15,0,0,15,0,0.148322394,35.53203104,0.635384,0.261016692,45.13481613,1.564027,0.601209953,45.20729106,2.639294,0,15,0,0.072893972,38.06921441,0.31769,0,15,0,0.095091817,34.51878049,0.635387,1.589651333,56.79318861,15.053766,0,15,0,0.028732382,35.54101139,0.12708,1.573752063,45.25409999,14.858258,1.492053405,45.38687162,6.01173,0.064458207,38.064309,0.254153,0,15,0,0,15,0,0,36.4957,0,0,3.42131,0,0.051543026,38.05137052,0.254153,0.831140337,45.17525468,4.398827,0,15,0,0.135012562,37.92333266,0.381233,0,15,0,0.889834202,45.19336469,5.131966,0,15,0,0.157667921,31.38878412,0.571846,3.701109769,57.58390404,18.230693,0.034315307,35.55169708,0.190617,0,15,0,0.19869455,45.08507776,1.466278,1.466278
30,2017-10-11 22:57,107,3,0.033816007,38.03217104,0.190617,0.204871406,0.059518179,1.9061583,0,91,0,0.126669607,38.02854554,0.381234,0,91,0,1.441141813,45.25528231,6.500488,0.278600231,34.82962097,0.826006,0.103576422,45.03146434,0.635383,0,91,0,0.074817027,34.00426838,0.508307,0,91,0,0.760719102,45.14680884,7.526882,0.041806251,33.04187545,0.12708,0.439636005,56.62934173,2.346044,0,91,0,0,91,0,0.257796379,33.83266943,1.080157,1.459381616,45.47549262,7.331376,0.341390252,44.88432692,1.368527,0,91,0,0.201761918,37.6306145,0.508308,0,91,0,0.086028127,32.98622552,0.698923,0.216004806,56.66797754,2.199414,0,91,0,0.084937681,33.99567765,0.444771,1.614712082,45.27334774,14.907134,0.059860903,44.99837089,0.195504,0.200926724,37.65708875,0.508308,0,91,0,0,91,0,0.044931686,34.9566985,0.063543,0,3.5679374,0,0.225855076,37.82181789,0.635385,0.028524342,44.98615167,0.097752,0,91,0,0.460224981,37.64069106,1.588464,0,91,0,0.58254174,44.84438535,3.27468,0,91,0,0.208356424,29.84761355,0.698925,0.572506986,56.32498068,2.737048,0.092963765,33.9688946,0.381234,0,91,0,0.191561966,45.05616155,1.564026,1.564026
