iter	Passed	Remaining
270	1058	2848
271	1061	2841
272	1065	2836
273	1068	2832
274	1070	2823
275	1073	2817
276	1077	2812
277	1082	2810
278	1085	2804
279	1087	2797
280	1091	2793
281	1095	2788
282	1100	2788
283	1107	2791
284	1111	2788
285	1116	2786
286	1122	2788
287	1133	2802
288	1138	2800
289	1142	2797
290	1146	2793
291	1151	2792
292	1155	2788
293	1158	2782
294	1162	2779
295	1166	2775
296	1170	2770
297	1172	2763
298	1176	2757
299	1179	2752
300	1183	2748
301	1188	2746
302	1192	2744
303	1201	2750
304	1206	2748
305	1209	2743
306	1215	2744
307	1220	2742
308	1230	2751
309	1236	2752
310	1242	2752
311	1248	2752
312	1254	2754
313	1259	2751
314	1265	2751
315	1275	2761
316	1282	2762
317	1286	2759
318	1292	2760
319	1298	2759
320	1304	2759
321	1310	2758
322	1313	2754
323	1318	2750
324	1322	2746
325	1328	2746
326	1332	2741
327	1336	2737
328	1340	2733
329	1344	2729
330	1348	2725
331	1352	2720
332	1356	2717
333	1361	2714
334	1364	2709
335	1368	2704
336	1371	2699
337	1376	2696
338	1380	2691
339	1384	2687
340	1388	2683
341	1392	2679
342	1396	2674
343	1400	2670
344	1403	2664
345	1407	2661
346	1411	2656
347	1415	2651
348	1418	2646
349	1422	2642
350	1433	2650
351	1437	2646
352	1441	2642
353	1446	2638
354	1449	2633
355	1453	2628
356	1457	2624
357	1460	2619
358	1464	2614
359	1466	2607
360	1469	2601
361	1473	2596
362	1476	2590
363	1479	2585
364	1483	2580
365	1487	2575
366	1489	2569
367	1492	2563
368	1495	2556
369	1498	2550
370	1500	2544
371	1504	2540
372	1507	2534
373	1510	2528
374	1513	2523
375	1517	2517
376	1520	2513
377	1524	2508
378	1528	2503
379	1531	2498
380	1534	2493
381	1537	2488
382	1540	2481
383	1543	2476
384	1546	2470
385	1549	2464
386	1553	2460
387	1556	2455
388	1560	2450
389	1563	2445
390	1566	2440
391	1570	2435
392	1573	2429
393	1576	2424
394	1579	2419
395	1582	2413
396	1585	2408
397	1589	2403
398	1592	2398
399	1595	2393
400	1599	2388
401	1602	2384
402	1605	2378
403	1608	2373
404	1612	2368
405	1615	2362
406	1619	2358
407	1621	2353
408	1624	2347
409	1628	2342
410	1631	2337
411	1634	2333
412	1637	2327
413	1640	2322
414	1643	2317
415	1646	2311
416	1651	2308
417	1654	2303
418	1657	2297
419	1660	2292
420	1663	2287
421	1667	2283
422	1670	2278
423	1673	2273
424	1676	2268
425	1682	2266
426	1685	2261
427	1688	2256
428	1691	2251
429	1694	2245
430	1697	2241
431	1701	2236
432	1704	2231
433	1708	2228
434	1711	2223
435	1715	2219
436	1719	2214
437	1722	2210
438	1725	2205
439	1729	2200
440	1732	2196
441	1735	2191
442	1739	2186
443	1742	2182
444	1746	2177
445	1750	2174
446	1753	2169
447	1756	2163
448	1759	2158
449	1762	2154
450	1766	2150
451	1769	2145
452	1772	2140
453	1775	2135
454	1779	2131
455	1782	2126
456	1785	2121
457	1788	2116
458	1791	2111
459	1795	2107
460	1800	2105
461	1804	2101
462	1807	2096
463	1811	2092
464	1815	2088
465	1818	2083
466	1821	2078
467	1824	2073
468	1827	2069
469	1831	2065
470	1834	2060
471	1837	2055
472	1840	2050
473	1844	2046
474	1847	2042
475	1851	2037
476	1854	2033
477	1857	2028
478	1861	2024
479	1864	2019
480	1867	2015
481	1870	2010
482	1874	2005
483	1877	2002
484	1881	1997
485	1883	1992
486	1887	1988
487	1890	1983
488	1895	1980
489	1899	1976
490	1902	1972
491	1906	1967
492	1909	1963
493	1913	1959
494	1916	1954
495	1918	1949
496	1922	1945
497	1925	1940
498	1929	1937
499	1934	1934
500	1937	1930
501	1940	1925
502	1946	1923
503	1950	1919
504	1953	1914
505	1956	1909
506	1959	1905
507	1963	1901
508	1966	1896
509	1969	1892
510	1972	1887
511	1976	1883
512	1979	1879
513	1982	1874
514	1985	1870
515	1988	1865
516	1992	1861
517	1996	1857
518	1999	1853
519	2002	1848
520	2005	1843
521	2009	1840
522	2012	1835
523	2015	1831
524	2019	1826
525	2022	1822
526	2026	1818
527	2029	1813
528	2032	1809
529	2035	1805
530	2039	1801
531	2043	1797
532	2046	1793
533	2049	1788
534	2052	1784
535	2058	1782
536	2061	1777
537	2076	1783
538	2084	1782
539	2087	1778
540	2092	1774
541	2095	1770
542	2099	1766
543	2102	1762
544	2107	1759
545	2110	1755
546	2114	1750
547	2117	1746
548	2121	1743
549	2125	1739
550	2128	1734
551	2131	1730
552	2135	1725
553	2139	1722
554	2142	1717
555	2146	1713
556	2149	1709
557	2152	1704
558	2155	1700
559	2158	1696
560	2162	1691
561	2165	1687
562	2168	1683
563	2172	1679
564	2174	1674
565	2178	1670
566	2182	1666
567	2184	1661
568	2189	1658
569	2192	1654
570	2196	1650
571	2199	1646
572	2204	1642
573	2207	1638
574	2210	1634
575	2214	1629
576	2217	1625
577	2220	1621
578	2224	1617
579	2228	1614
580	2232	1610
581	2237	1607
582	2241	1603
583	2245	1599
584	2249	1596
585	2254	1592
586	2268	1596
587	2272	1592
588	2277	1589
589	2281	1585
590	2285	1581
591	2289	1578
592	2293	1573
593	2295	1569
594	2299	1565
595	2303	1561
596	2306	1557
597	2309	1552
598	2313	1548
599	2317	1544
600	2321	1541
601	2325	1537
602	2329	1533
603	2334	1530
604	2338	1526
605	2342	1522
606	2346	1518
607	2349	1515
608	2353	1510
609	2356	1506
610	2359	1502
611	2363	1498
612	2367	1494
613	2371	1490
614	2374	1486
615	2378	1482
616	2385	1480
617	2389	1476
618	2393	1473
619	2396	1468
620	2401	1465
621	2405	1461
622	2408	1457
623	2411	1453
624	2415	1449
625	2419	1445
626	2422	1441
627	2427	1437
628	2439	1438
629	2443	1434
630	2446	1430
631	2450	1426
632	2453	1422
633	2457	1418
634	2460	1414
635	2465	1411
636	2468	1406
637	2472	1402
638	2475	1398
639	2479	1394
640	2483	1390
641	2488	1387
642	2491	1383
643	2495	1379
644	2499	1375
645	2502	1371
646	2506	1367
647	2510	1363
648	2515	1360
649	2521	1357
650	2525	1353
651	2529	1350
652	2533	1346
653	2537	1342
654	2541	1338
655	2545	1334
656	2548	1330
657	2552	1326
658	2556	1322
659	2560	1319
660	2564	1315
661	2568	1311
662	2572	1307
663	2576	1303
664	2579	1299
665	2582	1295
666	2586	1291
667	2589	1287
668	2593	1283
669	2597	1279
670	2601	1275
671	2605	1271
672	2610	1268
673	2617	1265
674	2621	1262
675	2628	1259
676	2632	1256
677	2636	1252
678	2639	1248
679	2643	1243
680	2647	1239
681	2650	1235
682	2655	1232
683	2659	1228
684	2662	1224
685	2666	1220
686	2670	1216
687	2674	1213
688	2679	1209
689	2683	1205
690	2686	1201
691	2691	1197
692	2694	1193
693	2698	1189
694	2701	1185
695	2706	1182
696	2710	1178
697	2714	1174
698	2718	1170
699	2721	1166
700	2726	1162
701	2730	1159
702	2734	1155
703	2739	1151
704	2742	1147
705	2746	1143
706	2750	1139
707	2753	1135
708	2757	1131
709	2761	1127
710	2764	1123
711	2769	1120
712	2773	1116
713	2776	1112
714	2780	1108
715	2784	1104
716	2792	1102
717	2796	1098
718	2799	1093
719	2802	1090
720	2806	1085
721	2810	1082
722	2814	1078
723	2820	1075
724	2829	1073
725	2833	1069
726	2837	1065
727	2841	1061
728	2845	1057
729	2848	1053
730	2854	1050
731	2857	1046
732	2861	1042
733	2864	1038
734	2868	1034
735	2872	1030
736	2876	1026
737	2879	1022
738	2883	1018
739	2887	1014
740	2891	1010
741	2895	1006
742	2898	1002
743	2902	998
744	2906	994
745	2910	990
746	2914	986
747	2918	983
748	2922	979
749	2926	975
750	2930	971
751	2934	967
752	2937	963
753	2941	959
754	2945	955
755	2948	951
756	2952	947
757	2956	943
758	2959	939
759	2963	935
760	2967	932
761	2971	928
762	2975	924
763	2978	920
764	2983	916
765	2987	912
766	2991	908
767	2995	904
768	2999	900
769	3005	897
770	3009	893
771	3013	890
772	3017	886
773	3021	882
774	3025	878
775	3030	874
776	3035	871
777	3041	867
778	3045	863
779	3056	861
780	3060	858
781	3065	854
782	3069	850
783	3074	846
784	3078	843
785	3083	839
786	3088	835
787	3092	832
788	3096	828
789	3100	824
790	3105	820
791	3109	816
792	3115	813
793	3120	809
794	3124	805
795	3132	802
796	3136	798
797	3141	795
798	3146	791
799	3151	787
800	3156	784
801	3160	780
802	3165	776
803	3169	772
804	3173	768
805	3178	765
806	3182	761
807	3186	757
808	3190	753
809	3197	750
810	3203	746
811	3207	742
812	3212	739
813	3217	735
814	3221	731
815	3226	727
816	3230	723
817	3234	719
818	3238	715
819	3242	711
820	3246	707
821	3250	703
822	3254	699
823	3258	695
824	3261	691
825	3266	688
826	3270	684
827	3275	680
828	3279	676
829	3284	672
830	3288	668
831	3295	665
832	3299	661
833	3304	657
834	3310	654
835	3314	650
836	3318	646
837	3322	642
838	3326	638
839	3331	634
840	3335	630
841	3339	626
842	3344	622
843	3348	618
844	3352	614
845	3356	610
846	3360	606
847	3365	603
848	3369	599
849	3374	595
850	3377	591
851	3381	587
852	3385	583
853	3391	579
854	3395	575
855	3399	571
856	3402	567
857	3407	563
858	3411	559
859	3415	555
860	3419	551
861	3422	547
862	3426	543
863	3429	539
864	3433	535
865	3437	531
866	3440	527
867	3444	523
868	3448	519
869	3451	515
870	3455	511
871	3458	507
872	3462	503
873	3465	499
874	3469	495
875	3473	491
876	3476	487
877	3480	483
878	3483	479
879	3488	475
880	3491	471
881	3494	467
882	3498	463
883	3503	459
884	3506	455
885	3510	451
886	3513	447
887	3517	443
888	3520	439
889	3524	435
890	3527	431
891	3531	427
892	3535	423
893	3538	419
894	3542	415
895	3545	411
896	3549	407
897	3552	403
898	3556	399
899	3560	395
900	3563	391
901	3567	387
902	3571	383
903	3574	379
904	3578	375
905	3581	371
906	3585	367
907	3589	363
908	3592	359
909	3596	355
910	3599	351
911	3602	347
912	3605	343
913	3608	339
914	3612	335
915	3618	331
916	3622	327
917	3627	324
918	3636	320
919	3639	316
920	3644	312
921	3648	308
922	3653	304
923	3657	300
924	3661	296
925	3667	293
926	3672	289
927	3678	285
928	3682	281
929	3686	277
930	3691	273
931	3695	269
932	3702	265
933	3706	261
934	3713	258
935	3717	254
936	3721	250
937	3725	246
938	3730	242
939	3734	238
940	3738	234
941	3742	230
942	3747	226
943	3751	222
944	3756	218
945	3760	214
946	3765	210
947	3769	206
948	3772	202
949	3775	198
950	3779	194
951	3783	190
952	3787	186
953	3790	182
954	3793	178
955	3797	174
956	3800	170
957	3803	166
958	3806	162
959	3810	158
960	3813	154
961	3816	150
962	3819	146
963	3822	142
964	3825	138
965	3830	134
966	3833	130
967	3836	126
968	3839	122
969	3843	118
970	3846	114
971	3849	110
972	3852	106
973	3855	102
974	3858	98
975	3862	94
976	3865	90
977	3868	87
978	3870	83
979	3873	79
980	3876	75
981	3879	71
982	3882	67
983	3885	63
984	3887	59
985	3890	55
986	3893	51
987	3896	47
988	3899	43
989	3902	39
990	3905	35
991	3908	31
992	3911	27
993	3914	23
994	3918	19
995	3920	15
996	3924	11
997	3927	7
998	3930	3
999	3933	0
124	24
994	4128	20
995	4131	16
996	4135	12
997	4138	8
998	4142	4
999	4145	0
67
982	9133	157
983	9137	148
984	9141	139
985	9145	129
986	9150	120
987	9155	111
988	9160	101
989	9164	92
990	9169	83
991	9173	73
992	9177	64
993	9181	55
994	9185	46
995	9189	36
996	9193	27
997	9197	18
998	9201	9
999	9205	0
